state,year,Age,PregnancyRate,AbortionRate,BirthRate,AbortionRatio,Pregnancies,Abortions,Births,Miscarriages,Population
SD,2009,25-29,187.2,8.3,148.4,55.7,4930,220,3906,800,26319
SD,2009,30-34,139.1,5.3,111.1,48,3250,120,2598,530,23393
SD,2009,35-39,54.5,3.1,42.6,72.3,1230,70,959,200,22513
SD,2009,40>,11.9,1,9,110.9,280,20,212,40,23529
SD,2010,<15,3.4,NA,1.9,NA,20,NA,10,NA,5296
SD,2010,15-17,21.5,2.2,16,135.1,350,40,260,60,16295
SD,2010,18-19,81,7.2,60.9,118.8,950,80,715,150,11741
SD,2010,20-24,141,11.3,107.1,105.7,3940,320,2991,630,27918
SD,2010,25-29,189.9,7.6,151.3,50,5070,200,4037,830,26674
SD,2010,30-34,135.1,4.7,108.2,43.7,3300,120,2645,540,24442
SD,2010,35-39,54.2,2.5,42.9,58.9,1220,60,961,200,22417
SD,2010,40>,10.9,0.8,8.3,100.3,250,20,192,40,23121
SD,2011,<15,3.1,NA,2.1,NA,20,NA,11,NA,5255
SD,2011,15-17,20.3,1.8,15.2,121.3,330,30,245,50,16076
SD,2011,18-19,82.1,8.8,60.4,145.7,980,100,719,150,11911
SD,2011,20-24,134.8,10.5,102.6,102.6,3790,300,2883,610,28089
SD,2011,25-29,188.5,7.3,150.4,48.5,5050,200,4026,820,26763
SD,2011,30-34,135.4,4.7,108.5,43.4,3420,120,2741,560,25261
SD,2011,35-39,57.3,3.2,44.8,71.4,1270,70,991,210,22127
SD,2011,40>,13.2,1.2,9.9,116.9,310,30,230,50,23147
SD,2012,<15,2.1,NA,NA,NA,10,NA,NA,NA,5232
SD,2012,15-17,21.5,1.6,16.4,100.1,350,30,264,60,16062
SD,2012,18-19,75.9,6.8,57,119.2,890,80,665,140,11665
SD,2012,20-24,134.1,9.5,103,92.7,3840,270,2952,620,28659
SD,2012,25-29,192.4,8.6,152.4,56.6,5190,230,4108,840,26951
SD,2012,30-34,139.9,5.5,111.5,49.5,3650,140,2910,600,26087
SD,2012,35-39,56.5,2.5,44.8,56.7,1270,60,1003,210,22406
SD,2012,40>,11.2,1,8.4,122.6,260,20,194,40,23175
SD,2013,<15,3.1,NA,1.9,NA,20,NA,10,NA,5296
SD,2013,15-17,18,1.7,13.4,128.4,290,30,214,50,15956
SD,2013,18-19,68.4,5.5,52,105.7,790,60,598,130,11502
SD,2013,20-24,129.7,9.2,99.6,92.8,3760,270,2887,600,28986
SD,2013,25-29,196.3,8.9,155.4,57.1,5280,240,4185,860,26923
SD,2013,30-34,140.9,4.9,112.9,43.1,3780,130,3027,620,26800
SD,2013,35-39,61.7,2.9,48.8,58.7,1420,70,1124,230,23034
SD,2013,40>,11.9,1.2,8.8,135.4,270,30,203,40,23021
SD,2014,<15,2.5,NA,NA,NA,10,NA,NA,NA,5378
SD,2014,15-17,18.8,2.3,13.5,169.8,300,40,216,50,15966
SD,2014,18-19,59.5,4.7,45.2,104.6,680,50,519,110,11477
SD,2014,20-24,124.2,8.4,95.8,88.2,3600,250,2778,580,29011
SD,2014,25-29,195,8.2,155,52.9,5240,220,4162,850,26859
SD,2014,30-34,148.7,4.7,119.6,39.3,4040,130,3251,660,27175
SD,2014,35-39,62.8,4.1,48.6,84.3,1490,100,1149,240,23640
SD,2014,40>,11.7,1,8.8,116.8,270,20,201,40,22788
SD,2015,<15,2.2,NA,NA,NA,10,NA,NA,NA,5283
SD,2015,15-17,13.6,1.7,9.7,178.9,220,30,155,30,15937
SD,2015,18-19,64.7,3.9,50.4,76.7,730,40,565,120,11210
SD,2015,20-24,123.2,8.6,94.7,91.3,3580,250,2752,580,29056
SD,2015,25-29,195.6,7.3,156.3,46.4,5230,190,4180,860,26736
SD,2015,30-34,154.2,5.5,123.5,44.2,4160,150,3329,680,26962
SD,2015,35-39,58.6,3.2,45.8,70.6,1440,80,1129,230,24636
SD,2015,40>,12.9,1.1,9.7,111.3,290,20,218,50,22376
SD,2016,<15,NA,NA,NA,NA,NA,NA,NA,NA,5397
SD,2016,15-17,16.1,1.1,12.4,85.1,260,20,200,40,16065
SD,2016,18-19,56.4,4.8,42.6,112.6,640,50,481,100,11285
SD,2016,20-24,115.7,7.2,89.8,80.4,3370,210,2616,540,29123
SD,2016,25-29,193.7,7.8,154.3,50.5,5230,210,4167,850,27010
SD,2016,30-34,152.6,5.3,122.3,42.9,4130,140,3315,680,27098
SD,2016,35-39,61.7,2.8,48.8,56.7,1580,70,1254,260,25674
SD,2016,40>,14,1.1,10.6,105.8,310,20,234,50,22075
SD,2017,<15,2.6,NA,NA,NA,10,NA,NA,NA,5548
SD,2017,15-17,13,1.9,9.1,215,210,30,147,30,16211
SD,2017,18-19,55.1,5.2,41.2,125.7,620,60,467,100,11335
SD,2017,20-24,112,7.8,86.2,90.4,3240,230,2496,520,28966
SD,2017,25-29,183.5,7.1,146.4,48.6,5040,200,4024,820,27481
SD,2017,30-34,154.2,4.2,124.6,34.1,4210,120,3402,690,27299
SD,2017,35-39,64.8,3.6,50.7,70.6,1720,90,1343,280,26496
SD,2017,40>,14.2,0.9,11,85.3,320,20,247,50,22444
TN,1988,<15,18.5,5.9,10,594.5,590,190,316,80,31709
TN,1988,15-17,73,21.1,41.5,508.6,7810,2260,4440,1110,107021
TN,1988,18-19,162.1,42.5,96.1,442.3,12480,3270,7397,1810,76974
TN,1988,20-24,177.3,33.8,116.7,289.6,34090,6500,22448,5140,192302
TN,1988,25-29,138.2,19.5,97.3,200,29210,4110,20570,4530,211390
TN,1988,30-34,77.9,10.8,55,196.8,16180,2250,11426,2510,207715
TN,1988,35-39,29.4,6.2,18.8,327.9,5580,1170,3576,830,190107
TN,1988,40>,5.8,1.8,3.2,568.7,980,310,538,140,167904
TN,1992,<15,18.6,6.4,9.6,672,630,220,325,90,33906
TN,1992,15-17,69.6,14.9,44.3,337.5,7010,1510,4460,1040,100718
TN,1992,18-19,171.1,36.7,109,336.4,12040,2580,7667,1790,70370
TN,1992,20-24,182.1,35.5,119.2,297.4,35140,6840,23008,5290,192972
TN,1992,25-29,143.1,19.7,101.2,195.1,28620,3950,20233,4440,199989
TN,1992,30-34,83.7,11.3,59.4,189.5,17960,2420,12755,2790,214595
TN,1992,35-39,32.4,5.9,21.6,272.5,6790,1230,4524,1030,209581
TN,1992,40>,6.1,1.9,3.3,571.4,1170,370,642,170,192967
TN,1996,<15,14.7,4.4,8.2,529,550,160,307,80,37326
TN,1996,15-17,60,11.3,39.6,285.9,6720,1270,4440,1010,112002
TN,1996,18-19,151.1,26.5,101.6,261.3,11340,1990,7621,1720,75016
TN,1996,20-24,170.8,30.9,114,270.9,31900,5770,21297,4840,186759
TN,1996,25-29,139.6,18.8,99.1,189.9,28120,3790,19962,4370,201469
TN,1996,30-34,86.1,10,62.6,159.1,18820,2180,13688,2960,218597
TN,1996,35-39,34.6,5.2,24.1,216.1,7820,1170,5437,1200,225714
TN,1996,40>,7.4,1.6,4.7,352.9,1590,350,1002,240,214954
TN,2000,<15,10.5,3.1,5.9,516.3,400,120,226,60,38145
TN,2000,15-17,49.6,8.7,33.4,260.5,5610,980,3777,850,113091
TN,2000,18-19,143,25.5,95.8,266.2,11470,2040,7681,1740,80186
TN,2000,20-24,182.1,31.5,122.8,256.8,35230,6100,23763,5360,193447
TN,2000,25-29,152.9,20.7,108.4,191.4,30460,4130,21593,4730,199237
TN,2000,30-34,99.3,10.8,72.8,148.9,20450,2230,14994,3220,205980
TN,2000,35-39,39.8,5.6,28,201.2,9130,1290,6425,1410,229420
TN,2000,40>,7.7,1.6,5,315.9,1780,360,1152,270,230150
TN,2005,<15,8.5,2.9,4.4,666.3,350,120,182,50,41214
TN,2005,15-17,39.2,6.5,26.7,244.6,4800,800,3266,730,122479
TN,2005,18-19,134.9,20,94,213.1,10790,1600,7519,1660,79959
TN,2005,20-24,172,26,119.5,217.5,35340,5340,24551,5440,205455
TN,2005,25-29,155.3,18.7,112.3,166.8,31270,3770,22602,4900,201337
TN,2005,30-34,104.3,11.3,76.6,148.1,21100,2290,15479,3320,202205
TN,2005,35-39,45,5.9,32.2,182.8,9470,1240,6761,1480,210271
TN,2005,40>,8.8,1.5,6,258.8,2060,360,1387,310,233034
TN,2006,<15,7.3,2.4,3.9,613.7,300,100,160,40,41213
TN,2006,15-17,40,7,26.9,261,5050,890,3394,770,126192
TN,2006,18-19,134.6,22.8,91.3,249.7,10900,1850,7390,1660,80938
TN,2006,20-24,175.6,23,125.2,184,35690,4680,25451,5560,203297
TN,2006,25-29,157.1,20.4,112.2,182.1,33060,4300,23609,5150,210502
TN,2006,30-34,106.3,10.1,79.3,128,21010,2010,15670,3330,197632
TN,2006,35-39,47.8,6.7,33.7,198.9,10240,1440,7219,1590,214474
TN,2006,40>,9,1.3,6.3,204.9,2080,300,1462,320,231661
TN,2007,<15,7.7,2.6,4,634.8,310,100,163,40,40393
TN,2007,15-17,38.8,6.5,26.4,246.4,4950,830,3363,760,127416
TN,2007,18-19,134.6,19.3,94.5,204.3,11250,1610,7897,1740,83573
TN,2007,20-24,180,25.3,126.8,199.7,36980,5200,26044,5730,205412
TN,2007,25-29,158.1,18.8,114.5,163.8,33810,4010,24498,5300,213936
TN,2007,30-34,110.6,11.4,81.7,139.7,21680,2240,16016,3430,196038
TN,2007,35-39,46.3,5.6,33.4,169,10080,1230,7274,1580,217647
TN,2007,40>,9.4,1.6,6.4,248.1,2140,360,1456,330,227648
TN,2008,<15,7.2,2.5,3.7,659.2,290,100,150,40,40133
TN,2008,15-17,39,6.8,26.2,259.9,4950,870,3331,750,127039
TN,2008,18-19,129.5,19.4,90.1,214.7,11240,1680,7826,1730,86820
TN,2008,20-24,176.4,26.3,122.9,214.3,36510,5450,25430,5630,206981
TN,2008,25-29,156.1,19.2,112.5,170.5,33480,4120,24131,5240,214503
TN,2008,30-34,110.1,11.4,81.3,140.8,21770,2260,16067,3440,197701
TN,2008,35-39,46.3,6.1,33,185.2,10130,1340,7220,1580,218774
TN,2008,40>,9.5,1.8,6.3,284.7,2130,400,1405,320,223537
TN,2009,<15,5.6,1.8,3,603.4,230,70,121,30,40423
TN,2009,15-17,35.1,6.3,23.5,266.2,4410,790,2957,670,125859
TN,2009,18-19,119.4,17.2,83.8,204.7,10580,1520,7421,1640,88577
TN,2009,20-24,164.4,24.7,114.3,216.5,34600,5210,24061,5330,210457
TN,2009,25-29,151.6,18.3,109.6,166.7,32180,3880,23260,5040,212247
TN,2009,30-34,105.8,10.6,78.4,135.8,21400,2150,15858,3390,202288
TN,2009,35-39,45.8,5.9,32.7,181.1,9920,1280,7093,1550,216741
TN,2009,40>,9.8,1.8,6.6,268.8,2150,390,1440,330,218781
TN,2010,<15,5.7,2,2.9,680.7,230,80,118,30,40188
TN,2010,15-17,30.3,5.4,20.3,267,3790,680,2536,570,124869
TN,2010,18-19,108.3,15.1,76.3,198.4,9530,1330,6718,1480,88003
TN,2010,20-24,152.8,23,106.2,216.7,32800,4940,22801,5050,214701
TN,2010,25-29,148.8,16.9,108.6,155.3,31360,3550,22880,4930,210747
TN,2010,30-34,105.4,10.7,78,137.6,21680,2210,16042,3430,205710
TN,2010,35-39,45.1,5.5,32.5,169.8,9570,1170,6898,1500,212331
TN,2010,40>,10.3,1.9,6.9,270.9,2250,410,1502,340,217910
TN,2011,<15,4.5,1.3,2.5,513.9,180,50,103,30,40580
TN,2011,15-17,27.2,4.5,18.5,244.8,3370,560,2291,510,123729
TN,2011,18-19,103.4,14.1,73.3,192.5,8760,1190,6206,1360,84721
TN,2011,20-24,146.8,21.1,103,204.4,32410,4650,22745,5010,220834
TN,2011,25-29,149.6,16.6,109.4,151.9,31590,3510,23105,4970,211119
TN,2011,30-34,107.2,10.2,80,127.4,22480,2140,16778,3570,209838
TN,2011,35-39,46,5.7,33.1,171.1,9470,1170,6820,1480,205763
TN,2011,40>,10.3,1.8,7,256.1,2280,390,1540,350,221073
TN,2012,<15,4.5,1.7,2.2,738.1,190,70,92,30,40984
TN,2012,15-17,25.3,4.1,17.3,235,3100,500,2126,480,122629
TN,2012,18-19,97.8,12.9,69.6,186,8120,1080,5784,1260,83105
TN,2012,20-24,144.6,20.1,102.1,196.9,32860,4570,23197,5100,227177
TN,2012,25-29,149.1,16.2,109.4,147.9,31620,3430,23204,4980,212123
TN,2012,30-34,109.2,10,81.9,121.8,23220,2120,17405,3690,212615
TN,2012,35-39,47.2,5.4,34.4,155.8,9610,1090,7008,1510,203578
TN,2012,40>,10.1,1.6,7,228.6,2260,360,1555,350,222624
TN,2013,<15,4.2,1.5,2.1,715,170,60,88,20,41517
TN,2013,15-17,22.1,3.5,15.2,233.5,2700,430,1855,410,122337
TN,2013,18-19,89.9,11.7,64.2,183.1,7360,960,5250,1150,81835
TN,2013,20-24,138.8,18.9,98.3,192,31830,4330,22554,4940,229358
TN,2013,25-29,149,15.9,109.6,144.6,31880,3390,23454,5030,213922
TN,2013,30-34,112,10,84.2,118.5,24020,2140,18059,3830,214572
TN,2013,35-39,47.7,5,35.2,143.4,9710,1020,7148,1530,203250
TN,2013,40>,10.6,1.9,7.1,260.2,2350,410,1584,360,222449
TN,2014,<15,3.7,1.4,1.8,771.4,160,60,76,20,42319
TN,2014,15-17,19.3,2.6,13.7,188.4,2390,320,1695,370,123805
TN,2014,18-19,89.2,11.9,63.4,187.2,7120,950,5061,1110,79775
TN,2014,20-24,137.1,17.7,98,180.9,31440,4070,22475,4900,229418
TN,2014,25-29,149.2,15.5,110.1,140.8,32710,3400,24141,5170,219206
TN,2014,30-34,115.6,9.4,87.7,107.3,24930,2030,18911,3990,215585
TN,2014,35-39,50.5,5.6,37,152.1,10370,1150,7585,1630,205214
TN,2014,40>,10.7,1.5,7.6,198.9,2350,330,1658,360,219399
TN,2015,<15,2.9,0.8,1.6,530,120,40,67,20,41828
TN,2015,15-17,18.1,2.7,12.6,218.8,2280,350,1580,350,125777
TN,2015,18-19,82,9.8,59.3,165.8,6480,780,4687,1020,79027
TN,2015,20-24,134.1,16.7,96.4,173.1,30430,3790,21886,4760,226994
TN,2015,25-29,147.3,14.6,109.4,133.3,33340,3300,24758,5280,226319
TN,2015,30-34,116.7,9.6,88.4,109,25140,2080,19044,4020,215309
TN,2015,35-39,51.8,5.3,38.4,137,10800,1100,7997,1710,208512
TN,2015,40>,11.1,1.6,7.8,209.4,2380,350,1666,370,214773
TN,2016,<15,2.7,0.6,1.7,363.8,110,30,69,20,41172
TN,2016,15-17,15.8,2.3,11.1,203.8,2000,290,1404,310,126868
TN,2016,18-19,76.1,9.3,54.9,169.2,6050,740,4362,950,79451
TN,2016,20-24,127.9,15.8,92.1,172,28500,3530,20516,4460,222780
TN,2016,25-29,141.5,14.1,105,134.7,33260,3320,24669,5270,234996
TN,2016,30-34,118.8,9.1,90.7,99.8,25720,1960,19639,4120,216502
TN,2016,35-39,53.1,4.9,39.7,124.3,11300,1050,8456,1800,212909
TN,2016,40>,11.5,1.5,8.1,188.7,2380,320,1692,370,207864
TN,2017,<15,2.5,0.5,1.6,286.6,100,20,68,20,41757
TN,2017,15-17,14.8,2.1,10.4,206,1870,270,1313,290,126690
TN,2017,18-19,71.2,7.8,52.1,150.6,5740,630,4203,900,80665
TN,2017,20-24,126.7,15.6,91.3,171.1,27940,3440,20126,4370,220496
TN,2017,25-29,140.2,13.6,104.3,130.3,33920,3290,25247,5380,241947
TN,2017,30-34,118.5,9.2,90.4,101.4,25900,2000,19747,4150,218472
TN,2017,35-39,53.4,5,39.9,124.1,11540,1070,8638,1830,216264
TN,2017,40>,11.5,1.6,8.1,197.9,2370,330,1674,370,206207
TX,1988,<15,15.5,4,9.3,428.9,1860,480,1110,270,119423
TX,1988,15-17,74.9,18.8,45.2,416.2,28800,7230,17371,4200,384493
TX,1988,18-19,176,47.1,103.5,455.5,47000,12590,27632,6790,267077
TX,1988,20-24,215,48.3,134.9,358.2,142520,32030,89406,21080,662859
TX,1988,25-29,177.4,30.4,120,253.4,136270,23350,92152,20770,768028
TX,1988,30-34,106.3,17.6,72.5,243.3,81010,13430,55197,12380,761753
TX,1988,35-39,44.3,10,27.7,361.9,28600,6480,17895,4230,646184
TX,1988,40>,9.7,3.5,4.9,706.5,5250,1880,2655,720,543118
TX,1992,<15,15.4,3.5,9.6,367.5,1990,450,1238,290,128629
TX,1992,15-17,77,15,50.5,296.4,29450,5720,19296,4430,382275
TX,1992,18-19,189.3,41.4,119.9,345.3,48200,10530,30509,7160,254557
TX,1992,20-24,225,50.3,141.4,355.9,150910,33750,94825,22340,670776
TX,1992,25-29,174.6,29,118.9,244,128080,21290,87225,19570,733551
TX,1992,30-34,110,16.8,76.3,220.4,88730,13560,61515,13660,806622
TX,1992,35-39,47,9.6,30.4,314.9,34850,7100,22533,5220,741332
TX,1992,40>,10.8,3.5,5.8,592.4,6860,2190,3704,960,633814
TX,1996,<15,13.3,2.5,8.8,285.9,2020,380,1337,310,151943
TX,1996,15-17,72.1,13.4,47.9,279.3,31750,5880,21065,4800,440076
TX,1996,18-19,176.6,36.9,113.3,325.8,48630,10170,31208,7260,275351
TX,1996,20-24,211.1,43.2,136.4,316.8,144280,29520,93176,21590,683324
TX,1996,25-29,176,29,120.1,241.2,129280,21280,88223,19770,734675
TX,1996,30-34,109.6,14.5,78.1,185.7,89380,11820,63647,13910,815297
TX,1996,35-39,48.5,8.4,32.7,256.6,40020,6930,27003,6090,825560
TX,1996,40>,11.2,3.1,6.5,478.9,8200,2270,4747,1180,732369
TX,2000,<15,11.1,2.3,7.1,332,1760,370,1122,260,158783
TX,2000,15-17,59.4,8.9,41.3,214.7,28210,4220,19640,4350,475039
TX,2000,18-19,163.5,29.5,109.2,269.9,51910,9360,34675,7870,317438
TX,2000,20-24,208.2,40.6,136.3,298.1,156370,30510,102341,23520,751055
TX,2000,25-29,179.3,26.5,125,212.3,139650,20680,97419,21550,779057
TX,2000,30-34,126.8,16.1,91,176.8,98280,12460,70479,15340,774843
TX,2000,35-39,54.4,8.3,37.7,220.7,45650,6980,31641,7030,839635
TX,2000,40>,12.3,3.1,7.4,414,10090,2520,6097,1470,818923
TX,2005,<15,7.7,1.3,5.2,253.7,1330,230,899,200,172427
TX,2005,15-17,49.7,6.6,35.4,186.5,25440,3380,18101,3960,511373
TX,2005,18-19,145.4,22.7,100.3,226.5,47940,7490,33079,7370,329665
TX,2005,20-24,191.4,34.1,128.2,266.4,161440,28800,108130,24510,843505
TX,2005,25-29,182.2,26.6,127.5,208.5,147740,21550,103355,22830,810798
TX,2005,30-34,132,15.7,95.6,164.4,108610,12930,78657,17020,822980
TX,2005,35-39,63.6,9.1,44.7,204.2,51420,7370,36095,7960,808021
TX,2005,40>,14.2,3.3,8.8,369.2,12200,2810,7599,1800,859708
TX,2006,<15,9,2.5,5.2,479.4,1580,440,915,230,176155
TX,2006,15-17,51.1,7.9,35.3,224.9,26850,4170,18548,4130,525891
TX,2006,18-19,152.4,26.5,102.7,258.1,51260,8910,34545,7800,336338
TX,2006,20-24,195.7,33.3,132.6,250.9,166640,28330,112894,25410,851616
TX,2006,25-29,178.8,23.5,127.4,184.5,151140,19870,107728,23530,845320
TX,2006,30-34,131.4,14.3,96.4,148.3,108370,11790,79497,17080,824461
TX,2006,35-39,62.8,8.1,45,179.8,52620,6770,37646,8210,837317
TX,2006,40>,13.8,2.6,9.1,287,11870,2250,7830,1790,856934
TX,2007,<15,8.5,2.3,5,452.2,1510,400,887,220,177133
TX,2007,15-17,51.2,7.9,35.4,223.8,27460,4250,18988,4220,536710
TX,2007,18-19,151.2,25,103.1,242.3,51760,8550,35293,7910,342229
TX,2007,20-24,194.4,32.2,132.5,242.9,166040,27490,113169,25380,854063
TX,2007,25-29,177.4,22.4,127.3,176,154600,19520,110941,24140,871577
TX,2007,30-34,132.5,13.7,97.9,139.5,110080,11350,81335,17400,831034
TX,2007,35-39,63.1,8,45.3,175.7,54410,6860,39052,8500,861877
TX,2007,40>,14,2.5,9.4,261.6,11840,2080,7960,1800,847886
TX,2008,<15,8.4,2.4,4.7,516.6,1490,440,843,210,177935
TX,2008,15-17,50.4,7.6,35,218.3,27280,4140,18945,4200,540809
TX,2008,18-19,147.2,24.9,99.8,249,52090,8800,35339,7950,353927
TX,2008,20-24,189.5,32.7,127.9,255.6,163330,28190,110268,24870,862114
TX,2008,25-29,173.5,22.7,123.8,183.2,155410,20310,110890,24210,895746
TX,2008,30-34,132.4,13.9,97.6,142.5,111090,11670,81878,17540,839275
TX,2008,35-39,62.1,7.9,44.6,176.9,54560,6920,39123,8520,878126
TX,2008,40>,14.7,2.7,9.8,269.6,12370,2230,8268,1880,840021
TX,2009,<15,8.1,2.3,4.6,501.5,1450,410,827,210,179095
TX,2009,15-17,47.3,7.2,32.8,218.7,25820,3920,17921,3980,545822
TX,2009,18-19,140.3,23.3,95.5,243.8,51000,8470,34735,7790,363604
TX,2009,20-24,181.5,31.1,122.8,253,158790,27170,107412,24200,874693
TX,2009,25-29,170,22.2,121.3,183.1,154730,20210,110413,24100,910067
TX,2009,30-34,130.1,13.5,96,140.2,111740,11570,82515,17660,859156
TX,2009,35-39,62.1,7.8,44.5,176.2,55040,6960,39485,8590,886544
TX,2009,40>,15.5,2.8,10.3,270.6,12980,2350,8669,1970,840223
TX,2010,<15,6.7,1.9,3.9,484.6,1220,340,705,180,181122
TX,2010,15-17,41.7,6.1,29.2,207.6,22890,3330,16027,3540,548341
TX,2010,18-19,127.1,20.9,86.7,241.5,46500,7660,31724,7110,365838
TX,2010,20-24,168.5,29.3,113.6,257.7,150040,26060,101142,22830,890241
TX,2010,25-29,162.5,21.4,115.8,184.4,148910,19580,106148,23190,916545
TX,2010,30-34,126.9,13.5,93.4,144.9,112090,11950,82454,17690,883021
TX,2010,35-39,61.4,7.7,44.1,174.2,54420,6810,39107,8500,886851
TX,2010,40>,15.5,2.8,10.3,272.4,13210,2400,8811,2000,852552
TX,2011,<15,5.8,1.8,3.2,561.4,1070,330,587,150,183811
TX,2011,15-17,36.5,5.3,25.6,206.2,20060,2900,14057,3100,550125
TX,2011,18-19,115.2,18.4,79.2,232.4,41760,6670,28691,6400,362428
TX,2011,20-24,155.7,25.9,106,244.1,142160,23630,96806,21720,913260
TX,2011,25-29,157.6,19.6,113.3,173.2,146010,18190,105004,22820,926676
TX,2011,30-34,125.5,12.6,93,135.7,113770,11440,84319,18010,906730
TX,2011,35-39,61,7.3,44.1,166.3,53680,6450,38817,8410,879925
TX,2011,40>,15.7,2.9,10.5,275.7,13780,2530,9164,2090,876705
TX,2012,<15,5.1,1.4,2.9,480.8,940,260,544,130,185882
TX,2012,15-17,32.8,4.3,23.4,186,18170,2410,12938,2830,553796
TX,2012,18-19,109.5,16.3,76.3,214.1,39490,5890,27513,6090,360725
TX,2012,20-24,151.5,24.1,104.1,231.1,142040,22570,97675,21790,937836
TX,2012,25-29,157.8,19.4,113.7,170.9,147650,18180,106377,23090,935884
TX,2012,30-34,127.1,12.4,94.6,131,118240,11520,87971,18750,930319
TX,2012,35-39,62.4,7.1,45.5,156.5,55130,6290,40180,8660,882956
TX,2012,40>,15.7,2.7,10.6,252.1,14080,2400,9529,2150,897574
TX,2013,<15,4.6,1.1,2.8,403.1,860,210,526,130,189805
TX,2013,15-17,29.4,3.8,21,182.5,16430,2140,11730,2560,559679
TX,2013,18-19,101.6,14.5,71.3,203.9,36740,5260,25795,5680,361664
TX,2013,20-24,148.8,22.5,103.4,217.4,141940,21440,98630,21870,953622
TX,2013,25-29,158.9,18.8,115.1,163.5,150250,17800,108885,23560,945812
TX,2013,30-34,127.3,11.9,95.2,125.1,121220,11340,90625,19260,952345
TX,2013,35-39,63.6,7.2,46.4,154.4,56590,6380,41310,8900,889916
TX,2013,40>,15.8,2.6,10.8,237.7,14380,2340,9839,2200,909515
TX,2014,<15,3.9,0.9,2.4,392.6,770,180,470,110,197332
TX,2014,15-17,25.4,2.7,18.7,146.9,14490,1560,10644,2290,569534
TX,2014,18-19,92.9,11.2,67.2,166.2,33770,4060,24419,5290,363611
TX,2014,20-24,144,18.6,102.9,180.3,139460,17990,99733,21750,968836
TX,2014,25-29,157.7,15.9,116.8,136.2,152630,15410,113074,24160,967861
TX,2014,30-34,131.1,10.1,100,101.2,127660,9860,97346,20450,973900
TX,2014,35-39,64.8,5.9,48.5,122.5,58720,5390,43993,9340,906248
TX,2014,40>,15.6,2.1,11,194.7,14260,1960,10087,2210,917289
TX,2015,<15,3.7,0.8,2.3,355,730,160,457,110,199015
TX,2015,15-17,22.7,2.5,16.6,151.9,13270,1470,9704,2090,584270
TX,2015,18-19,86.4,10.2,62.6,163.2,31710,3750,22983,4970,366883
TX,2015,20-24,140.3,17.9,100.6,177.6,136440,17360,97786,21290,972381
TX,2015,25-29,156.5,15.5,116.2,133.6,155680,15440,115576,24660,995015
TX,2015,30-34,132.6,9.9,101.4,98.1,131270,9850,100361,21060,990160
TX,2015,35-39,66,6.1,49.5,122.3,61590,5640,46155,9800,932757
TX,2015,40>,16.2,2.2,11.5,188.7,14910,2000,10596,2320,919039
TX,2016,<15,3.1,0.6,2,272.9,610,110,404,90,197323
TX,2016,15-17,20.6,2.4,15,159.6,12290,1430,8936,1930,597414
TX,2016,18-19,78.2,9.8,56.2,174.1,28980,3630,20829,4530,370770
TX,2016,20-24,134.1,17.2,96,179,129860,16640,92959,20260,968225
TX,2016,25-29,151.5,15.2,112.3,135.6,154630,15540,114615,24480,1020752
TX,2016,30-34,132.1,10,100.9,99.2,132640,10050,101319,21270,1003990
TX,2016,35-39,66.8,6,50.2,119.7,64190,5770,48201,10220,960515
TX,2016,40>,16.5,2.1,11.8,179.1,15070,1930,10784,2350,914438
TX,2017,<15,2.4,0.6,1.5,397,490,120,301,70,201194
TX,2017,15-17,18,2.4,12.8,185.9,10890,1440,7755,1700,603595
TX,2017,18-19,71.8,9.7,51,189.5,27060,3640,19216,4210,377030
TX,2017,20-24,127.1,17.4,90,192.9,122600,16750,86812,19040,964350
TX,2017,25-29,144.7,15.4,106.5,144.4,150760,16020,110942,23790,1041654
TX,2017,30-34,127.9,10.3,97.1,105.9,129520,10420,98384,20720,1012789
TX,2017,35-39,65.2,6,48.8,123.6,64190,5940,48052,10200,983894
TX,2017,40>,16.3,2.2,11.5,189.8,14920,2010,10588,2320,917866
US,1973,<15,13.5,5.6,6.1,911.7,28330,11730,12861,3740,2091805
US,1973,15-17,65.1,17.1,38.6,443.9,402490,105820,238403,58260,6183149
US,1973,18-19,145.1,32.2,91.4,352.2,580530,128810,365693,86020,3999795
US,1973,20-24,172.6,26.2,119.8,218.7,1586180,240760,1101113,244300,9190302
US,1973,25-29,152.6,16.2,112.3,144.3,1207010,128190,888326,190480,7911122
US,1973,30-34,78.5,10.6,55.7,190.5,521490,70470,369976,81040,6645660
US,1973,35-39,34.5,7.2,22.1,326.6,197700,41410,126789,29500,5738252
US,1973,40>,10.2,3,5.7,514.9,59710,17400,33804,8500,5879235
US,1974,<15,14.4,6.5,6,1080.3,29920,13530,12529,3860,2083767
US,1974,15-17,66.5,19.7,37.3,529.1,417290,123890,234177,59220,6275593
US,1974,18-19,149.2,38.6,88.9,434.7,606270,157040,361272,87960,4064561
US,1974,20-24,174.9,30.5,117.8,258.8,1645130,286790,1108051,250290,9407954
US,1974,25-29,155.3,19.5,111.6,174.4,1285080,160990,923318,200760,8275807
US,1974,30-34,78.5,12.6,53.9,234.1,543520,87300,372907,83310,6923055
US,1974,35-39,33.6,8.5,20.3,417.5,195990,49320,118115,28550,5830988
US,1974,40>,9.9,3.4,5.1,666,57180,19700,29589,7890,5791413
US,1975,<15,15.2,7.3,6,1217.5,32100,15390,12642,4070,2117832
US,1975,15-17,68,22.4,36.1,620.6,427860,141040,227270,59560,6294514
