state,year,Age,PregnancyRate,AbortionRate,BirthRate,AbortionRatio,Pregnancies,Abortions,Births,Miscarriages,Population
PA,2014,35-39,68.8,8.5,49.5,172.4,25000,3100,17988,3910,363200
PA,2014,40>,15,2.7,10,273.6,5920,1080,3946,900,395339
PA,2015,<15,2.4,1.2,0.9,1353.5,190,90,69,20,76183
PA,2015,15-17,14.5,4.2,8.3,510.4,3380,980,1917,480,232315
PA,2015,18-19,51.2,13.3,30.5,435.7,8900,2310,5301,1290,173830
PA,2015,20-24,108.7,26.5,66.3,400.4,46000,11230,28045,6730,423174
PA,2015,25-29,144.6,23.5,98.9,238,60820,9900,41609,9310,420629
PA,2015,30-34,142.7,14.6,105.5,138.4,56260,5760,41608,8900,394322
PA,2015,35-39,70.2,8.7,50.6,171.4,25960,3200,18697,4060,369771
PA,2015,40>,15.1,2.8,10,283.4,5750,1080,3801,870,380325
PA,2016,<15,2.4,1.2,0.9,1297.8,180,90,67,20,73928
PA,2016,15-17,13,4,7.2,551,3000,920,1662,420,231640
PA,2016,18-19,47,12.6,27.6,458.4,8050,2160,4723,1160,171148
PA,2016,20-24,104.6,25.9,63.4,408.2,43340,10730,26284,6330,414476
PA,2016,25-29,145,24.6,98.3,250.2,61340,10400,41578,9360,423140
PA,2016,30-34,144.3,15.4,106.1,144.8,57530,6130,42322,9080,398727
PA,2016,35-39,70.4,8.8,50.6,174,26550,3320,19084,4150,377175
PA,2016,40>,15.5,3.1,10.1,304.3,5660,1120,3689,850,364856
PA,2017,<15,2.2,1.2,0.8,1506.5,160,90,57,20,74638
PA,2017,15-17,11.7,3.6,6.5,559.6,2690,830,1482,380,229366
PA,2017,18-19,44.6,12.2,26.1,466.6,7570,2060,4417,1090,169538
PA,2017,20-24,102.5,25.1,62.3,403.4,41650,10220,25341,6090,406527
PA,2017,25-29,141.8,23.9,96.2,248.4,60320,10170,40941,9210,425450
PA,2017,30-34,141.8,15.3,104.1,147.1,57120,6170,41942,9010,402907
PA,2017,35-39,70.7,8.6,51,168.9,27180,3310,19617,4250,384496
PA,2017,40>,16.5,3,11,268.4,5900,1060,3948,900,358858
RI,1988,<15,9.1,3.7,4.2,894.1,50,20,23,NA,5523
RI,1988,15-17,52.2,18.7,26.4,708.1,1010,360,512,140,19424
RI,1988,18-19,120.8,54,51.2,1054.6,2180,970,923,280,18039
RI,1988,20-24,149.5,47,81.5,577.3,6530,2050,3558,920,43666
RI,1988,25-29,154.8,27.2,104.1,261.5,7120,1250,4786,1080,45990
RI,1988,30-34,113.4,17.1,78.9,216.2,4760,720,3308,730,41928
RI,1988,35-39,41,8.5,26.3,324.6,1560,330,1002,230,38049
RI,1988,40>,7.5,3,3.5,870.5,240,100,112,30,32298
RI,1992,<15,13.5,6.1,5.7,1060.1,80,30,33,10,5764
RI,1992,15-17,54.7,17.4,29.6,586,920,290,500,130,16874
RI,1992,18-19,143.6,56.8,67.7,838.8,1870,740,881,250,13020
RI,1992,20-24,139.8,46.6,73.8,630.4,6250,2080,3299,870,44675
RI,1992,25-29,170,31.6,112.7,280.3,6820,1270,4524,1030,40134
RI,1992,30-34,121.5,18.8,84,224.2,5320,820,3678,820,43791
RI,1992,35-39,51.2,11,32.5,339.2,2150,460,1364,320,41943
RI,1992,40>,11.2,3.5,6.1,577.8,410,130,221,60,36351
RI,1996,<15,12.1,5.6,4.9,1130.3,80,40,31,NA,6263
RI,1996,15-17,48.7,14.9,26.9,552,900,280,499,130,18518
RI,1996,18-19,120.8,50.6,54.2,933.7,1750,730,786,230,14495
RI,1996,20-24,141.3,48.8,73,669.4,4870,1680,2514,670,34455
RI,1996,25-29,136,28.8,86.9,330.8,5510,1170,3522,820,40514
RI,1996,30-34,126.5,19.4,87.7,220.9,5070,780,3511,780,40036
RI,1996,35-39,53.2,10.7,34.5,308.7,2350,470,1526,350,44175
RI,1996,40>,12,3.8,6.6,573.6,480,150,263,70,39995
RI,2000,<15,9.7,4.2,4.3,969.9,60,30,28,NA,6536
RI,2000,15-17,38,11.7,20.9,560.6,750,230,415,110,19817
RI,2000,18-19,96.1,35.3,47.7,739.4,1680,620,835,230,17492
RI,2000,20-24,134.8,45,71.1,633.5,4940,1650,2602,690,36605
RI,2000,25-29,153.8,31.3,99.5,314.4,5040,1020,3259,750,32764
RI,2000,30-34,125,19.2,86.6,221.3,4850,740,3358,750,38764
RI,2000,35-39,57.5,9.8,39,251.6,2500,430,1691,380,43397
RI,2000,40>,13.3,4.2,7.3,571.1,580,180,317,80,43615
RI,2005,<15,6.6,2.4,3.3,736.4,50,20,24,NA,7260
RI,2005,15-17,32.5,11.4,16.6,687.3,700,250,360,100,21685
RI,2005,18-19,82.3,30.2,40.9,739.8,1520,560,757,210,18522
RI,2005,20-24,121.2,40.7,63.7,639.1,4740,1590,2492,660,39117
RI,2005,25-29,151,31.2,97.3,320.8,5100,1050,3283,760,33756
RI,2005,30-34,145.6,20.1,102.9,195.3,4830,670,3415,750,33189
RI,2005,35-39,69.6,9.5,49.3,192.6,2710,370,1922,420,38991
RI,2005,40>,16.8,4,10.3,387.6,720,170,444,110,42935
RI,2006,<15,3.6,2,NA,1782.5,30,10,NA,NA,6983
RI,2006,15-17,33.1,10.7,17.8,604.3,720,230,387,100,21784
RI,2006,18-19,79.2,29.9,38.6,776,1520,570,740,210,19190
RI,2006,20-24,123.2,40.4,65.6,616.2,4810,1580,2564,670,39076
RI,2006,25-29,149.2,31.5,95.4,330.7,5100,1080,3260,760,34175
RI,2006,30-34,139.8,16.9,100.9,167.8,4350,530,3144,680,31147
RI,2006,35-39,69.9,10.1,49,206.5,2670,390,1869,410,38171
RI,2006,40>,15.7,3.8,9.6,389.8,650,160,400,100,41567
RI,2007,<15,5.6,2.9,2,1441,40,20,14,NA,6972
RI,2007,15-17,32.4,10.2,17.7,575.4,710,220,386,100,21824
RI,2007,18-19,82.2,28.4,42.5,667.6,1560,540,806,220,18959
RI,2007,20-24,122.4,37.1,68,545.9,4850,1470,2691,690,39582
RI,2007,25-29,151.4,30.3,98.4,307.5,5080,1020,3304,760,33566
RI,2007,30-34,140.4,20.9,97.8,213.8,4250,630,2964,660,30295
RI,2007,35-39,70.8,10.2,49.6,205.7,2620,380,1837,410,37011
RI,2007,40>,15.1,3.6,9.3,382.5,610,140,374,90,40245
RI,2008,<15,6.3,2.6,2.9,868,40,20,20,NA,6803
RI,2008,15-17,32,10.4,17.1,609.4,680,220,364,90,21302
RI,2008,18-19,77.2,27.4,39.2,698,1500,530,760,210,19382
RI,2008,20-24,119.4,38.6,64.2,600.8,4730,1530,2541,660,39604
RI,2008,25-29,149.3,30.1,96.8,311.3,4990,1010,3235,750,33410
RI,2008,30-34,140.8,17.9,100.9,177.5,4310,550,3092,670,30632
RI,2008,35-39,67.8,9.5,47.7,199.6,2390,340,1686,370,35313
RI,2008,40>,15.1,3.9,9,438.1,590,150,350,90,38994
RI,2009,<15,5.8,3.8,NA,2841.5,40,30,NA,NA,6671
RI,2009,15-17,30.9,9,17.5,515,650,190,366,90,20922
RI,2009,18-19,68,24.1,34.5,699.7,1350,480,685,180,19854
RI,2009,20-24,111.7,35.5,60.5,587.3,4510,1440,2445,630,40412
RI,2009,25-29,142.7,28.3,93,304.8,4640,920,3024,700,32529
RI,2009,30-34,134.3,18.6,94.9,196.2,4180,580,2950,650,31101
RI,2009,35-39,66.9,10.9,45.8,237.3,2260,370,1549,350,33831
RI,2009,40>,16,2.6,10.9,242.5,610,100,414,90,38021
RI,2010,<15,4.6,3.2,NA,3379,30,20,NA,NA,6373
RI,2010,15-17,25.7,8.3,13.8,600.3,530,170,284,70,20597
RI,2010,18-19,64.3,24,31.6,757.6,1230,460,607,170,19189
RI,2010,20-24,103.7,32.5,56.6,574.3,4270,1340,2330,600,41175
RI,2010,25-29,138.9,27.2,90.8,299.4,4550,890,2976,680,32769
RI,2010,30-34,135.8,16.7,97.8,170.6,4250,520,3063,660,31306
RI,2010,35-39,67.8,9.9,47.5,208.4,2190,320,1530,340,32233
RI,2010,40>,16.1,3.5,10.2,345.9,600,130,381,90,37321
RI,2011,<15,4.4,3,NA,3104.6,30,20,NA,NA,6243
RI,2011,15-17,22.9,7.2,12.5,572.5,460,140,251,60,20048
RI,2011,18-19,61.1,22,30.7,715.7,1150,420,580,160,18880
RI,2011,20-24,98.4,31.4,53.3,588.8,4100,1310,2219,570,41657
RI,2011,25-29,138.5,26.2,91.4,287.3,4580,870,3020,690,33054
RI,2011,30-34,133.2,16.3,96.1,169.1,4250,520,3063,660,31867
RI,2011,35-39,67.7,10.1,47.2,214.4,2080,310,1452,320,30780
RI,2011,40>,15.5,3.1,10,307.7,570,110,369,90,36741
RI,2012,<15,2.7,NA,NA,NA,20,NA,NA,NA,6226
RI,2012,15-17,18.5,5.1,10.8,476.2,360,100,210,50,19521
RI,2012,18-19,54.4,17.8,29.1,610.1,1030,340,550,140,18901
RI,2012,20-24,99.4,29.8,55.5,536.8,4150,1240,2316,590,41699
RI,2012,25-29,129.4,23.6,86.2,274.3,4340,790,2888,660,33509
RI,2012,30-34,133.9,16.3,96.6,168.7,4340,530,3129,680,32378
RI,2012,35-39,68.4,9.2,48.5,190.2,2070,280,1466,320,30225
RI,2012,40>,16,3.5,10.1,346.3,570,120,361,80,35727
RI,2013,<15,2.5,NA,NA,NA,20,NA,NA,NA,6190
RI,2013,15-17,15.7,4.2,9.2,460.2,300,80,176,40,19160
RI,2013,18-19,48.3,15.3,26.2,584.9,890,280,483,120,18450
RI,2013,20-24,87.5,25.9,49.2,527.3,3610,1070,2026,510,41219
RI,2013,25-29,130.3,22.9,87.6,261.7,4480,790,3014,680,34407
RI,2013,30-34,133.9,15.3,97.5,157.2,4390,500,3195,690,32771
RI,2013,35-39,71,9.6,50.4,190.8,2140,290,1521,330,30207
RI,2013,40>,16.9,3.1,11.2,275.1,580,110,389,90,34639
RI,2014,<15,2.6,NA,NA,NA,20,NA,NA,NA,6085
RI,2014,15-17,13.3,3.8,7.6,499.3,250,70,145,40,19009
RI,2014,18-19,41.2,10.9,24.3,449.3,750,200,445,110,18317
RI,2014,20-24,90.9,27.2,50.8,535.8,3680,1100,2057,520,40493
RI,2014,25-29,127.1,23.5,84.4,278.5,4530,840,3007,690,35643
RI,2014,30-34,137.3,16.8,99,169.3,4540,550,3275,710,33071
RI,2014,35-39,72.9,10.5,51.1,205.7,2210,320,1550,340,30344
RI,2014,40>,16.4,3.8,10.2,374.1,540,130,338,80,33294
RI,2015,<15,4.1,NA,1.8,NA,20,NA,11,NA,5956
RI,2015,15-17,12.8,3.5,7.5,468.4,240,70,141,30,18896
RI,2015,18-19,40.1,13,21.6,602.2,720,230,389,100,18047
RI,2015,20-24,87.7,26.1,49.2,531.6,3500,1040,1962,500,39905
RI,2015,25-29,125.1,24.9,81.4,306.1,4550,910,2959,680,36362
RI,2015,30-34,142.7,16.3,104,156.4,4740,540,3458,750,33239
RI,2015,35-39,79.2,11.3,55.6,203.4,2430,350,1709,380,30731
RI,2015,40>,18.6,4.5,11.4,390.3,590,140,364,90,31892
RI,2016,<15,2.3,NA,NA,NA,10,NA,NA,NA,5860
RI,2016,15-17,11.6,4.2,5.8,724.3,220,80,108,30,18599
RI,2016,18-19,38.5,12.8,20.4,626.4,690,230,366,100,17937
RI,2016,20-24,85.9,27.1,46.8,577.8,3370,1060,1837,470,39232
RI,2016,25-29,125.4,23.7,82.9,285.5,4670,880,3085,710,37233
RI,2016,30-34,139.9,18.3,99.8,183.3,4660,610,3325,730,33306
RI,2016,35-39,77.4,10.6,54.8,193.9,2440,330,1725,380,31498
RI,2016,40>,18.5,4.4,11.4,388.7,560,130,347,80,30501
RI,2017,<15,2.6,1.8,NA,3538.8,20,10,NA,NA,5984
RI,2017,15-17,NA,NA,5.2,NA,NA,NA,95,NA,18202
RI,2017,18-19,NA,NA,17.7,NA,NA,NA,319,NA,17995
RI,2017,20-24,84.6,25.8,46.9,548.9,3280,1000,1816,460,38698
RI,2017,25-29,124.6,26,80,324.5,4630,960,2971,690,37130
RI,2017,30-34,137,17.1,98.4,173.8,4610,580,3311,720,33633
RI,2017,35-39,76.6,9.8,54.8,179.7,2450,320,1755,380,32040
RI,2017,40>,20.1,4.8,12.3,386.6,600,140,368,90,29828
SC,1988,<15,19.8,6.7,10.4,640.1,470,160,249,70,23897
SC,1988,15-17,81.5,25.1,44.8,560.8,6480,2000,3568,910,79579
SC,1988,18-19,158.2,42.8,92.6,462.7,9280,2510,5431,1340,58668
SC,1988,20-24,185.6,37.5,120.4,311.2,26820,5410,17388,4020,144459
SC,1988,25-29,150.1,22,105,209.2,22990,3360,16073,3550,153147
SC,1988,30-34,91.2,13.4,63.7,210.6,13210,1940,9226,2040,144897
SC,1988,35-39,31.8,6.2,20.9,296.2,4260,830,2792,640,133798
SC,1988,40>,6.2,1.9,3.4,577.1,710,220,387,100,115392
SC,1992,<15,19.3,5.9,10.7,551.9,480,150,268,70,25142
SC,1992,15-17,71.9,15.6,45.6,343.1,5420,1180,3434,800,75370
SC,1992,18-19,160.4,33.2,103.2,321.8,8730,1810,5618,1300,54423
SC,1992,20-24,180.7,35.6,117.9,301.9,26760,5270,17464,4020,148077
SC,1992,25-29,152.6,21.3,107.7,197.9,21950,3060,15484,3400,143811
SC,1992,30-34,90.7,11.5,65,177.1,13840,1760,9922,2160,152601
SC,1992,35-39,35.4,6.3,23.7,266.9,5270,940,3526,800,148978
SC,1992,40>,6.2,1.8,3.5,508.8,840,240,476,120,135888
SC,1996,<15,15.4,4.6,8.6,537.7,420,130,236,60,27420
SC,1996,15-17,62.2,13.3,39.7,334.8,5110,1090,3259,760,82126
SC,1996,18-19,137.1,26.6,89.9,296.3,7790,1510,5103,1170,56779
SC,1996,20-24,157.8,30.6,103.5,295.6,21420,4150,14044,3220,135726
SC,1996,25-29,135.7,18.5,96.2,191.9,19360,2630,13717,3010,142657
SC,1996,30-34,93.3,11.4,67.3,169,13920,1700,10046,2180,149253
SC,1996,35-39,37.9,6.2,25.9,240.7,5900,970,4029,900,155786
SC,1996,40>,7.5,1.8,4.6,393.1,1110,270,683,160,148177
SC,2000,<15,12.5,3.2,7.5,425.8,350,90,208,50,27847
SC,2000,15-17,56,12.6,35.2,357.2,4650,1040,2921,690,83095
SC,2000,18-19,131,23,88.1,260.9,8120,1430,5461,1230,61975
SC,2000,20-24,170.8,28.6,116.2,245.8,23860,3990,16227,3640,139688
SC,2000,25-29,153.6,20.1,109.6,183.5,21160,2770,15092,3300,137762
SC,2000,30-34,100.5,10.7,73.9,144.6,14390,1530,10588,2270,143241
SC,2000,35-39,42.4,6.1,29.7,206.7,6760,980,4737,1050,159358
SC,2000,40>,8.6,1.8,5.5,334.8,1380,290,880,210,159925
SC,2005,<15,8.6,2.8,4.5,622.5,260,90,137,40,30154
SC,2005,15-17,44.7,11,27.1,406.4,4070,1010,2474,600,91134
SC,2005,18-19,120.8,22.5,80,281.8,7560,1410,5004,1140,62535
SC,2005,20-24,164.4,28,111.3,251.9,24790,4230,16785,3780,150819
SC,2005,25-29,157.3,21.2,111.6,189.9,22200,2990,15759,3450,141181
SC,2005,30-34,113.7,14.8,81.2,182,15930,2070,11376,2480,140085
SC,2005,35-39,50.3,7.7,34.9,219.4,7440,1130,5162,1150,147966
SC,2005,40>,10.1,2.4,6.2,389.2,1650,390,1014,240,163228
SC,2006,<15,8.5,2.5,4.8,525.5,260,80,144,40,30208
SC,2006,15-17,46,10.6,28.6,370.2,4300,990,2673,630,93321
SC,2006,18-19,128,22.6,86,262.7,8190,1450,5502,1240,64006
SC,2006,20-24,177.7,29.3,121.2,242.2,26830,4430,18299,4100,151015
SC,2006,25-29,163.5,21.7,116.4,186.6,24130,3200,17170,3750,147537
SC,2006,30-34,118.3,13.8,85.9,160.8,16270,1900,11815,2550,137527
SC,2006,35-39,52.3,7.6,36.6,208.5,7850,1140,5492,1210,150037
SC,2006,40>,10.6,2.4,6.6,369.7,1730,400,1076,250,162756
SC,2007,<15,8.5,3.2,4.2,757.2,250,90,123,30,29566
SC,2007,15-17,45.1,11.5,27,427.3,4250,1090,2543,620,94241
SC,2007,18-19,127.9,21,87.3,239.9,8470,1390,5786,1300,66241
SC,2007,20-24,174.4,28.5,119.2,239,26830,4380,18337,4110,153821
SC,2007,25-29,164.1,22.6,116,194.9,24630,3400,17417,3820,150127
SC,2007,30-34,119.3,13.2,87.3,151.7,16440,1820,12026,2590,137743
SC,2007,35-39,52.3,7.8,36.4,214.7,7980,1190,5554,1230,152556
SC,2007,40>,10.8,2.4,6.8,355.5,1730,390,1089,260,160899
SC,2008,<15,6.7,2,3.7,529.2,190,60,108,30,28940
SC,2008,15-17,43.2,9.7,27.1,357.8,4020,900,2525,600,93137
SC,2008,18-19,121.4,19.4,83.4,233.2,8450,1350,5804,1300,69615
SC,2008,20-24,170.4,27.6,116.7,236.5,26780,4340,18340,4100,157128
SC,2008,25-29,161.9,20.9,115.8,180.2,24700,3180,17667,3850,152567
SC,2008,30-34,116.7,13.1,85.3,153.8,16310,1830,11915,2570,139741
SC,2008,35-39,51.8,7.4,36.4,203.4,7980,1140,5602,1230,153960
SC,2008,40>,11.1,2.5,7,353.8,1760,390,1110,260,159065
SC,2009,<15,6.3,2.5,3,813.3,180,70,86,20,28461
SC,2009,15-17,39.3,9.4,24.1,391.4,3610,870,2217,530,91993
SC,2009,18-19,114,19.9,76.8,258.5,8070,1400,5434,1230,70729
SC,2009,20-24,158.8,26.5,108,245.3,25540,4260,17378,3900,160852
SC,2009,25-29,155.8,20.3,111.2,182.5,23890,3110,17056,3720,153386
SC,2009,30-34,115,13.3,83.6,159.7,16330,1900,11874,2560,142068
SC,2009,35-39,50.3,6.9,35.6,194.9,7710,1060,5450,1200,153162
SC,2009,40>,11.3,2.4,7.2,334.4,1760,380,1125,260,156295
SC,2010,<15,6.4,1.7,3.8,447.9,180,50,107,30,28478
SC,2010,15-17,36.5,8.7,22.5,387.1,3280,780,2017,480,89824
SC,2010,18-19,103.9,18.9,69.3,273.2,7250,1320,4832,1100,69753
SC,2010,20-24,148.8,25.6,100.5,255,24570,4230,16598,3740,165187
SC,2010,25-29,151,20.3,107.3,188.9,23080,3100,16395,3590,152827
SC,2010,30-34,113.5,12.9,82.7,156.4,16540,1890,12053,2600,145690
SC,2010,35-39,49.9,7.7,34.5,222.5,7470,1150,5170,1150,149816
SC,2010,40>,11.8,2.5,7.5,334.6,1830,390,1170,270,155458
SC,2011,<15,5.2,1.8,2.6,692.4,150,50,76,20,28687
SC,2011,15-17,31.3,7.5,19.2,390.9,2750,660,1685,400,87841
SC,2011,18-19,94.5,15.2,64.8,234.5,6330,1020,4341,970,66998
SC,2011,20-24,139.6,23.1,95.1,243.2,23720,3930,16163,3630,169935
SC,2011,25-29,149.6,18.6,107.7,172.3,22800,2830,16408,3560,152385
SC,2011,30-34,112.3,11.4,83.1,137.4,16740,1700,12390,2650,149094
SC,2011,35-39,50.2,6.9,35.5,194.1,7280,1000,5152,1130,145107
SC,2011,40>,11.7,2.5,7.5,328.1,1840,390,1178,270,156879
SC,2012,<15,4.2,1.4,2.2,607.3,120,40,65,20,29027
SC,2012,15-17,27.4,6.1,17.2,356.4,2380,530,1498,350,87149
SC,2012,18-19,91.2,15,62.3,241.1,5920,970,4039,910,64870
SC,2012,20-24,135.1,20.9,93.4,223.8,23370,3620,16161,3590,173005
SC,2012,25-29,148.8,20,105.7,189,22720,3050,16141,3530,152718
SC,2012,30-34,114.4,11.8,84.5,140.1,17320,1790,12789,2740,151410
SC,2012,35-39,52,7.1,36.8,194.1,7500,1030,5308,1160,144164
SC,2012,40>,11.6,2.5,7.3,346.9,1830,400,1154,270,157748
SC,2013,<15,3.2,1,1.8,554.4,90,30,52,10,29651
SC,2013,15-17,23.8,5.9,14.4,405.4,2080,510,1261,300,87277
SC,2013,18-19,81.6,13.6,55.5,245.8,5150,860,3502,790,63090
SC,2013,20-24,131.5,21.4,90,237.5,22830,3710,15624,3500,173560
SC,2013,25-29,147.5,18.4,106,174,22880,2860,16443,3570,155153
SC,2013,30-34,117.4,12.6,86.3,145.5,18080,1940,13296,2850,154003
SC,2013,35-39,52.9,6.9,37.7,183.2,7650,1000,5456,1190,144661
SC,2013,40>,11.5,2.5,7.3,334.4,1820,390,1161,270,157967
SC,2014,<15,2.8,0.8,1.6,508.1,90,20,49,10,31039
SC,2014,15-17,21.2,4.7,13.4,352,1880,420,1186,280,88661
SC,2014,18-19,74.4,13,50.1,259.2,4620,810,3111,700,62134
SC,2014,20-24,129.7,20.2,89.6,225.8,22320,3480,15414,3430,172078
SC,2014,25-29,147.8,18,106.6,168.9,23720,2890,17118,3710,160532
SC,2014,30-34,119.9,12.4,88.6,140,18670,1930,13788,2950,155657
SC,2014,35-39,54.4,7.1,38.8,182.4,7990,1040,5701,1240,146853
SC,2014,40>,12.1,2.2,8,279.7,1900,350,1260,290,156803
SC,2015,<15,3.4,0.7,2.2,343.9,100,20,66,20,30597
SC,2015,15-17,18.5,4.3,11.4,377.2,1680,390,1043,250,91171
SC,2015,18-19,70.5,12,47.8,250.3,4390,750,2978,670,62350
SC,2015,20-24,128.9,21.2,88,240.8,21680,3560,14799,3320,168120
SC,2015,25-29,144.8,17.7,104.5,168.9,24300,2960,17537,3800,167790
SC,2015,30-34,121.3,11.6,90.5,128.4,19000,1820,14168,3020,156639
SC,2015,35-39,57.5,6.9,41.6,166.2,8660,1040,6260,1360,150520
SC,2015,40>,12.7,2.5,8.3,296.6,1970,380,1288,300,154744
SC,2016,<15,2.3,0.5,1.5,346,70,20,44,10,30048
SC,2016,15-17,16.4,3.9,10.1,385.9,1520,360,937,220,92671
SC,2016,18-19,64.3,10.8,43.7,247,4060,680,2758,620,63119
SC,2016,20-24,122.1,20.9,82.5,253.5,20050,3440,13557,3060,164246
SC,2016,25-29,141.7,17.6,101.9,173,24600,3060,17691,3840,173528
SC,2016,30-34,122.1,11.6,91.1,127.8,19320,1840,14411,3070,158170
SC,2016,35-39,59.7,7.4,43,172.9,9270,1150,6671,1450,155237
SC,2016,40>,12.8,2.4,8.4,287,1930,370,1273,290,151189
SC,2017,<15,2.4,0.7,1.3,556.7,70,20,40,10,30333
SC,2017,15-17,NA,NA,9.2,NA,NA,NA,862,NA,93229
SC,2017,18-19,NA,NA,39.7,NA,NA,NA,2546,NA,64172
SC,2017,20-24,123,20.6,83.6,246.8,19910,3340,13531,3040,161856
SC,2017,25-29,140.4,18.9,99.6,190,24890,3360,17664,3870,177295
SC,2017,30-34,122.2,12.3,90.5,136.2,19530,1970,14465,3090,159768
SC,2017,35-39,58.3,7.5,41.7,180.9,9260,1200,6622,1440,158811
SC,2017,40>,13.3,2.7,8.6,315.4,2010,410,1299,300,150827
SD,1988,<15,4.7,2.3,NA,1229.9,20,10,NA,NA,4914
SD,1988,15-17,43.8,11,26.4,419,660,170,400,100,15174
SD,1988,18-19,112.8,21,74.8,281.1,1180,220,782,180,10459
SD,1988,20-24,170.7,18.2,125.6,145.3,4320,460,3177,680,25302
SD,1988,25-29,175.4,10.1,136.8,74.1,5030,290,3929,810,28712
SD,1988,30-34,100.5,5.7,78.5,72.6,2760,160,2157,450,27461
SD,1988,35-39,35.2,3.2,26.4,122,860,80,648,140,24552
SD,1988,40>,7.7,1.7,4.8,360.9,150,30,92,20,19121
SD,1992,<15,3.7,NA,2,NA,20,NA,11,NA,5493
SD,1992,15-17,44.9,11.8,26.6,441.5,710,190,424,100,15914
SD,1992,18-19,120.4,18.6,83.3,223.3,1190,180,821,180,9860
SD,1992,20-24,177.1,17.9,131.2,136.2,4170,420,3091,660,23562
SD,1992,25-29,185.8,9.6,146.1,65.9,4410,230,3468,720,23745
SD,1992,30-34,106.7,6.6,82.9,79.5,2950,180,2289,480,27621
SD,1992,35-39,38.6,3.5,29,119.1,1050,90,791,170,27251
SD,1992,40>,8,1.6,5.2,304.4,190,40,123,30,23645
SD,1996,<15,4.2,NA,2.3,NA,30,NA,14,NA,6052
SD,1996,15-17,36.7,9,22.4,401,670,160,409,100,18299
SD,1996,18-19,99.2,15.3,68.7,222.2,1130,170,780,170,11358
SD,1996,20-24,152,15.4,112.5,136.9,3670,370,2718,580,24155
SD,1996,25-29,178.1,8.4,140.6,60,4050,190,3199,660,22746
SD,1996,30-34,112.9,5.6,89,62.8,2880,140,2270,470,25507
SD,1996,35-39,42.3,4,31.6,126.3,1240,120,929,200,29434
SD,1996,40>,7.8,1.1,5.5,199.1,220,30,154,30,28154
SD,2000,<15,4.7,NA,3.2,NA,30,NA,19,NA,5894
SD,2000,15-17,26.7,3.3,19.2,174.4,490,60,353,80,18387
SD,2000,18-19,94.5,12.8,67,191.2,1130,150,802,180,11972
SD,2000,20-24,148.1,13.2,111.3,118.7,3830,340,2878,610,25853
SD,2000,25-29,176.9,9.7,138.5,69.7,3870,210,3032,630,21888
SD,2000,30-34,122.2,6.4,96,66.2,2750,140,2158,450,22475
SD,2000,35-39,42.8,2.7,33.2,81.2,1200,80,930,190,28003
SD,2000,40>,8.2,1,5.9,167.9,240,30,173,40,29193
SD,2005,<15,2.2,NA,NA,NA,10,NA,NA,NA,5514
SD,2005,15-17,27,3.8,19,202.3,470,70,331,70,17415
SD,2005,18-19,84,8.1,62.6,129.7,1010,100,751,160,12001
SD,2005,20-24,147.3,11.9,111.9,106.3,4240,340,3218,680,28765
SD,2005,25-29,201.3,9.6,159,60.4,4570,220,3610,740,22707
SD,2005,30-34,133.2,6.4,105.1,60.9,2940,140,2319,480,22065
SD,2005,35-39,57.3,3.7,44.4,82.5,1300,80,1004,210,22612
SD,2005,40>,10.7,1.1,7.9,138.3,300,30,220,50,27913
SD,2006,<15,2.8,NA,1.9,NA,20,NA,11,NA,5646
SD,2006,15-17,25.8,3.2,18.6,170.7,440,50,319,70,17143
SD,2006,18-19,90.7,8.7,67.6,129,1080,100,804,170,11901
SD,2006,20-24,151.2,13,114,114.3,4360,380,3289,700,28845
SD,2006,25-29,209.5,8.7,166.6,52.4,4890,200,3886,800,23327
SD,2006,30-34,138.3,5.6,110.1,50.8,3010,120,2398,490,21774
SD,2006,35-39,56.7,3.4,44.1,77.7,1290,80,1001,210,22705
SD,2006,40>,10.7,1.1,7.9,141.4,290,30,211,50,26788
SD,2007,<15,2,NA,NA,NA,10,NA,NA,NA,5444
SD,2007,15-17,27.6,3.7,19.6,186.5,470,60,335,70,17078
SD,2007,18-19,98.4,10.3,72.6,141.2,1160,120,856,180,11790
SD,2007,20-24,153.8,11.8,117.4,100.1,4340,330,3310,700,28191
SD,2007,25-29,208.1,8.2,165.9,49.4,5140,200,4096,840,24686
SD,2007,30-34,140.9,6.3,111.6,56.7,3140,140,2490,510,22307
SD,2007,35-39,55.9,3.2,43.7,72.3,1270,70,995,210,22784
SD,2007,40>,9.3,1.2,6.7,175.7,240,30,170,40,25524
SD,2008,<15,3.8,NA,2.4,NA,20,NA,13,NA,5364
SD,2008,15-17,28.5,3.5,20.5,173.4,480,60,344,70,16812
SD,2008,18-19,87.9,8.3,65.6,126.2,1030,100,773,160,11776
SD,2008,20-24,152.4,12.1,116,104.1,4270,340,3251,680,28037
SD,2008,25-29,197.1,8.3,156.6,53.2,5020,210,3988,820,25469
SD,2008,30-34,141.3,6.6,111.7,58.9,3230,150,2551,530,22830
SD,2008,35-39,54.3,3.5,42.1,83,1230,80,954,200,22677
SD,2008,40>,11.1,1.3,8.1,157.3,270,30,197,40,24275
SD,2009,<15,2.8,NA,1.9,NA,10,NA,10,NA,5187
SD,2009,15-17,25.1,2.9,18.3,159.1,420,50,303,70,16599
SD,2009,18-19,91.4,9.1,67.8,134.1,1060,110,789,170,11629
SD,2009,20-24,148.3,11.2,113.3,99,4130,310,3157,660,27873
